Marital Status,Course,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Gender,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,isDisplaced,hasSpecialNeeds,tuitionToDate,hasScholarship,isDebtor,AttendanceTime,Nationality
Single,Nursing,Secondary,130.0,Basic,Basic,5,7,120.0,Female,25,0,0,8,11,7,13.29,3,0,8,11,7,13.29,3,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Married,Management (evening attendance),Secondary,140.0,Basic,Basic,3,10,107.8,Female,33,0,8,10,15,8,10.375,0,7,10,13,9,10.44444444,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Married,Social Service (evening attendance),Below secondary,133.1,Unknown,Unknown,0,0,100.0,Female,34,0,3,7,13,3,12.0,0,2,7,15,1,13.0,1,9.4,-0.8,-3.12,Dropout,False,False,False,False,False,Evening,Portuguese
Married,Social Service (evening attendance),Secondary,150.0,Unknown,Unknown,0,0,112.5,Female,33,0,0,6,10,5,11.4,0,1,6,7,6,11.16666667,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Management (evening attendance),Secondary,140.0,Basic,Basic,9,8,135.5,Female,29,0,0,5,15,2,13.25,0,0,5,12,3,12.6,3,16.2,0.3,-0.92,Dropout,False,False,False,False,True,Evening,Portuguese
Single,Nursing,Secondary,145.0,Secondary,Secondary,4,10,145.0,Female,18,0,0,7,7,6,13.86166667,0,0,8,16,0,0.0,1,12.4,0.5,1.79,Dropout,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,126.0,Basic,Basic,7,7,119.0,Female,18,0,0,6,6,6,12.16666667,0,0,6,7,6,12.14285714,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Married,Social Service,Higher,130.0,Basic,Basic,4,5,130.0,Female,38,0,0,6,17,4,13.75,0,0,6,15,6,14.5,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,135.0,Basic,Basic,9,8,126.3,Female,19,0,0,7,7,6,15.43333333,0,0,7,7,6,15.43333333,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Divorced,Social Service (evening attendance),Below secondary,133.1,Basic,Basic,9,9,113.5,Female,39,0,0,6,6,6,13.83333333,0,0,6,6,6,15.5,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Management (evening attendance),Higher,120.0,Basic,Basic,9,9,120.0,Female,37,0,7,14,21,12,11.83333333,0,11,12,15,11,11.36363636,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Oral Hygiene,Secondary,120.0,Basic,Basic,5,5,111.3,Female,32,0,0,7,7,0,0.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,147.0,Basic,Unknown,4,0,130.2,Female,18,0,0,1,1,0,0.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,149.0,Secondary,Secondary,4,8,140.2,Female,20,0,1,7,9,7,12.33333333,0,0,8,8,8,12.625,0,12.7,3.7,-1.7,Graduate/Enrolled,True,True,True,False,False,Day,Portuguese
Single,Communication Design,Secondary,124.0,Basic,Basic,9,9,113.9,Female,20,0,0,6,6,6,11.16666667,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,133.1,Basic,Basic,9,9,99.0,Female,23,0,0,6,6,6,14.66666667,0,0,6,8,6,12.42857143,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management,Secondary,125.0,Secondary,Basic,4,9,124.0,Female,19,0,0,5,5,5,11.2,0,0,5,11,4,11.75,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,141.0,Basic,Basic,9,10,138.9,Female,18,0,0,6,9,6,13.71428571,0,0,6,6,6,14.16666667,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management,Secondary,131.0,Basic,Basic,9,9,130.0,Male,19,0,0,5,5,5,12.8,0,0,5,10,5,11.44444444,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,118.0,Secondary,Basic,5,7,120.8,Female,20,0,0,6,9,4,13.25,0,0,6,11,5,11.8,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,129.0,Basic,Basic,9,7,127.8,Female,19,0,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,136.0,Basic,Basic,4,5,126.0,Female,19,0,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,134.0,Secondary,Basic,4,5,126.0,Female,18,0,0,6,10,4,11.0,0,0,6,8,5,11.2,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,153.0,Basic,Basic,9,5,138.5,Female,20,0,0,8,8,7,15.79857143,0,0,8,8,7,15.79857143,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,119.0,Basic,Basic,9,9,119.4,Female,20,0,0,7,7,7,13.77571429,0,0,8,8,8,15.6,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Divorced,Nursing,Secondary,140.0,Basic,Basic,7,7,101.5,Female,24,0,0,8,11,7,12.16,0,0,8,11,7,12.16,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Divorced,Oral Hygiene,Secondary,133.1,Basic,Basic,7,7,101.5,Female,24,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,10.8,1.4,1.74,Dropout,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,130.0,Higher,Secondary,2,7,126.2,Female,20,0,0,6,6,6,14.33333333,0,0,6,6,6,15.5,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Communication Design,Secondary,128.0,Basic,Basic,3,3,129.8,Female,20,0,0,6,6,6,11.83333333,0,0,6,6,3,13.33333333,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,145.0,Basic,Basic,3,9,138.4,Female,18,0,0,6,7,6,14.83333333,0,0,6,8,6,12.5,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,False,False,False,Day,Portuguese
Single,Nursing,Secondary,146.0,Secondary,Basic,9,9,129.3,Female,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,119.0,Higher,Secondary,4,3,113.1,Female,21,0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,160.0,Secondary,Basic,4,10,144.3,Female,18,0,0,6,10,4,13.0,0,0,6,9,5,13.66666667,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,144.0,Basic,Secondary,5,3,141.0,Female,19,0,0,8,8,7,12.48571429,0,0,8,8,7,12.48571429,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Higher,130.0,Secondary,Secondary,4,4,130.0,Female,22,0,0,6,7,6,17.0,0,0,6,7,6,16.28571429,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,122.0,Basic,Basic,7,7,117.5,Female,19,0,0,6,7,5,10.8,0,0,6,9,6,10.16666667,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,153.0,Basic,Basic,9,9,131.8,Female,18,1,0,7,7,6,14.71666667,0,0,7,7,6,14.71666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Spanish
Single,Veterinary Nursing,Secondary,147.0,Basic,Basic,9,5,133.7,Female,19,0,0,5,10,2,13.5,0,0,5,11,5,11.4,1,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,121.0,Basic,Basic,5,5,115.4,Female,24,0,0,8,8,7,11.97142857,0,0,8,8,7,11.97142857,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,134.0,Basic,Basic,9,5,129.1,Female,19,0,0,5,7,3,12.0,0,0,5,7,4,13.5,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,133.0,Basic,Basic,5,2,135.5,Female,34,0,0,6,7,6,12.33333333,0,0,6,6,6,11.66666667,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Veterinary Nursing,Secondary,118.0,Basic,Basic,9,9,112.4,Female,19,0,0,12,22,6,15.30769231,0,0,10,13,6,13.875,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,137.0,Basic,Basic,7,9,130.8,Female,18,0,0,7,7,6,12.66666667,0,0,7,7,6,12.66666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,143.0,Basic,Basic,9,5,131.6,Female,19,0,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,123.0,Basic,Secondary,1,1,140.8,Female,25,0,0,8,8,7,12.08428571,0,0,8,8,7,12.08428571,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Higher,140.0,Higher,Basic,2,9,140.0,Female,21,0,7,12,18,8,12.25,0,4,12,27,8,12.2,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,118.0,Basic,Basic,7,7,114.2,Female,18,0,0,6,10,5,12.2,0,0,6,10,5,11.6,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,142.0,Unknown,Basic,4,7,127.3,Female,18,0,0,6,12,4,11.0,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,115.0,Basic,Basic,9,7,115.0,Female,28,0,0,6,8,5,12.8,0,0,6,8,5,11.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Evening,Portuguese
Facto Union,Nursing,Secondary,131.0,Secondary,Basic,5,5,118.8,Female,18,0,0,8,8,7,11.85714286,0,0,8,8,7,11.85714286,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Married,Tourism,Secondary,130.0,Basic,Basic,9,9,125.0,Female,41,0,0,6,8,6,12.28571429,0,0,6,10,5,13.0,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,133.1,Basic,Basic,5,0,111.5,Female,18,0,0,6,11,3,12.33333333,0,0,6,11,4,13.5,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,134.0,Basic,Basic,7,7,124.2,Female,21,0,0,6,11,4,11.25,0,0,6,12,4,11.4,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Divorced,Social Service,Higher,130.0,Unknown,Unknown,99,99,130.0,Female,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,False,False,True,False,True,Day,Portuguese
Single,Communication Design,Higher,133.1,Higher,Higher,2,2,120.0,Female,32,0,0,3,3,2,16.0,0,0,3,3,1,16.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Below secondary,114.0,Unknown,Unknown,0,99,110.0,Female,29,0,0,6,10,6,11.66666667,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Oral Hygiene,Secondary,130.0,Basic,Basic,9,8,113.3,Female,24,0,0,7,15,5,12.4,0,0,8,14,7,12.15,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,128.0,Basic,Basic,7,8,123.5,Female,22,0,0,7,14,6,10.74444444,1,0,8,10,8,11.8375,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,133.1,Basic,Secondary,1,3,101.0,Female,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,True,False,False,Day,Portuguese
Married,Nursing,Below secondary,133.1,Basic,Basic,9,10,120.9,Female,39,0,0,7,12,4,12.0,0,0,7,13,4,12.5625,0,11.1,0.6,2.02,Dropout,True,False,True,False,False,Day,Portuguese
Divorced,Veterinary Nursing,Secondary,140.0,Basic,Basic,9,9,154.6,Female,44,0,0,6,12,4,12.75,0,0,6,15,2,10.0,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,False,True,False,Day,Portuguese
Single,Management,Secondary,117.0,Basic,Basic,9,9,120.2,Female,20,0,0,5,9,2,10.0,0,0,5,10,2,11.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,139.0,Basic,Basic,9,8,146.5,Female,21,0,11,14,26,12,13.4173913,1,11,14,26,12,13.4173913,1,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,159.0,Unknown,Basic,0,6,160.1,Female,18,0,0,6,6,6,15.16666667,0,0,6,7,6,14.85714286,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Agronomy,Secondary,140.0,Basic,Basic,5,5,150.0,Female,34,0,0,6,10,5,13.83333333,0,0,6,13,5,12.5,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Veterinary Nursing,Secondary,140.0,Basic,Basic,90,90,135.8,Female,18,0,0,5,6,5,13.33333333,0,0,5,7,4,14.8,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,135.0,Basic,Higher,9,2,143.8,Female,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Basic Education,Secondary,121.0,Basic,Basic,6,7,116.8,Female,18,0,0,6,11,3,11.66666667,0,0,6,11,3,10.66666667,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,124.0,Higher,Basic,2,3,113.9,Female,19,0,0,6,12,5,15.0,0,0,6,9,6,13.42857143,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,131.0,Basic,Basic,9,9,118.0,Female,18,0,0,8,8,7,13.24285714,0,0,8,8,7,13.24285714,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Equinculture,Secondary,160.0,Higher,Secondary,2,9,150.2,Female,19,0,0,5,13,1,13.0,0,0,5,7,2,12.5,0,12.7,3.7,-1.7,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,120.0,Higher,Basic,4,7,115.1,Female,19,0,0,7,8,6,13.075,0,0,8,10,7,12.05,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,140.0,Basic,Basic,5,9,131.3,Female,18,0,0,6,6,6,13.5,0,0,6,9,6,13.66666667,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management (evening attendance),Higher,120.0,Basic,Basic,7,7,120.0,Female,23,0,2,6,8,5,11.8,0,2,6,8,6,12.33333333,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Evening,Portuguese
Single,Tourism,Secondary,118.0,Basic,Basic,9,9,110.3,Female,18,1,0,6,7,5,12.6,0,0,6,6,5,11.8,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,False,False,False,Day,Cape Verdean
Divorced,Basic Education,Secondary,133.1,Basic,Higher,90,90,100.0,Female,33,1,0,6,6,6,12.16666667,0,0,6,9,3,11.0,0,7.6,2.6,0.32,Dropout,False,False,True,False,False,Day,Moldova (Republic of)
Single,Social Service,Secondary,111.0,Basic,Basic,9,9,110.7,Female,19,0,0,6,9,6,12.16666667,0,0,6,9,6,11.0,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,140.0,Basic,Basic,7,7,143.4,Female,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,125.0,Basic,Basic,9,9,115.9,Female,18,0,0,7,7,7,13.55714286,0,0,8,9,8,13.2,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,133.1,Basic,Basic,5,5,145.0,Female,21,0,0,5,6,4,12.25,0,0,5,8,4,11.8,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Communication Design,Secondary,136.0,Basic,Basic,4,7,140.9,Female,19,0,0,6,6,6,14.33333333,0,0,6,6,6,13.5,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,115.0,Unknown,Basic,0,5,108.4,Female,20,0,0,6,10,4,10.5,0,0,6,8,4,11.75,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,116.0,Basic,Basic,0,5,114.3,Female,20,0,0,4,8,0,0.0,0,0,4,8,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,110.0,Basic,Basic,7,7,110.0,Female,20,0,0,6,10,4,12.75,0,0,6,14,3,11.33333333,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,135.0,Basic,Basic,4,7,121.7,Female,18,0,0,6,14,0,0.0,0,0,6,9,4,11.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management,Secondary,131.0,Basic,Basic,5,9,123.7,Female,18,0,0,5,10,1,14.0,0,0,5,10,1,14.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,124.0,Basic,Basic,7,7,116.5,Female,20,0,0,7,9,7,14.09333333,0,0,8,8,8,15.0,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,163.0,Basic,Basic,5,6,155.0,Female,21,0,0,6,6,6,13.33333333,0,0,6,8,6,13.16666667,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,137.0,Basic,Basic,9,5,129.3,Female,19,0,0,8,12,7,12.07142857,0,0,8,12,7,12.07142857,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,128.0,Basic,Secondary,7,9,121.7,Female,18,0,0,6,6,6,12.66666667,0,0,6,6,6,12.5,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,133.1,Basic,Basic,9,9,148.2,Female,27,0,0,6,11,6,12.125,0,0,6,16,5,12.0,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Nursing,Secondary,133.1,Basic,Basic,7,9,125.5,Female,21,0,0,7,9,7,13.2,0,0,8,9,7,13.2575,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,148.0,Higher,Basic,4,7,131.9,Female,18,0,0,7,8,7,14.15,0,0,8,8,8,14.51125,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,127.0,Basic,Basic,5,7,121.8,Female,18,0,0,6,12,4,13.5,0,0,6,14,3,10.66666667,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Basic Education,Secondary,110.0,Basic,Basic,9,9,107.7,Female,28,0,0,6,0,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,False,False,True,Day,Portuguese
Single,Oral Hygiene,Secondary,133.1,Higher,Higher,2,2,115.5,Female,36,0,0,7,13,5,12.2,0,0,7,14,3,11.4,0,11.1,0.6,2.02,Dropout,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,145.0,Basic,Basic,9,10,139.8,Female,20,0,0,5,6,5,14.8,1,0,5,6,5,14.0,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,136.0,Basic,Basic,0,7,133.2,Female,19,0,0,6,8,5,11.0,0,0,6,13,5,11.4,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,131.0,Basic,Basic,9,9,118.4,Female,20,0,0,5,10,0,0.0,0,0,5,10,0,0.0,3,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Evening,Portuguese
Single,Veterinary Nursing,Secondary,138.0,Basic,Basic,9,7,123.3,Female,19,0,0,5,15,3,14.0,3,0,5,10,4,11.75,1,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Social Service (evening attendance),Secondary,150.0,Basic,Basic,3,7,134.5,Female,28,0,0,6,8,5,11.83333333,0,0,6,6,6,13.0,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Advertising and Marketing Management,Secondary,112.0,Basic,Secondary,7,0,110.6,Female,20,0,0,5,7,4,11.75,0,0,5,7,5,11.8,1,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,154.0,Basic,Basic,1,1,154.0,Female,28,0,8,14,22,12,12.33333333,0,3,12,20,8,12.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Higher,160.0,Basic,Basic,9,9,160.0,Female,24,0,3,10,16,3,11.66666667,0,3,10,24,6,11.83333333,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Veterinary Nursing,Higher,140.0,Secondary,Higher,3,9,140.0,Female,20,0,1,6,9,6,12.66666667,0,1,6,10,4,11.5,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,150.0,Basic,Basic,5,6,132.5,Female,22,0,0,6,9,4,12.25,0,0,6,8,5,11.6,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,141.0,Secondary,Higher,4,4,127.7,Female,18,0,0,6,7,6,11.28571429,0,0,6,9,4,13.5,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Management,Secondary,122.0,Basic,Basic,9,9,117.5,Female,22,0,0,5,12,2,11.5,0,0,5,12,0,0.0,0,12.7,3.7,-1.7,Dropout,True,False,False,False,True,Day,Portuguese
Single,Tourism,Secondary,120.0,Basic,Basic,9,7,127.0,Female,18,0,0,6,10,6,11.66666667,0,0,6,10,4,12.25,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,139.0,Basic,Basic,5,5,125.5,Female,21,0,0,8,8,7,13.51428571,0,0,8,8,7,13.51428571,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Journalism and Communication,Secondary,138.0,Secondary,Secondary,4,2,140.5,Female,19,0,0,6,7,6,13.0,0,0,6,9,6,13.71428571,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Basic Education,Secondary,119.0,Secondary,Basic,5,8,118.3,Female,22,0,0,6,11,3,15.0,0,0,6,11,4,10.25,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,129.0,Basic,Basic,5,5,120.8,Female,20,0,0,8,8,7,12.74428571,0,0,8,8,7,12.74428571,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management,Secondary,133.1,Basic,Basic,191,154,95.0,Female,20,0,0,5,10,4,11.75,0,0,5,8,5,11.8,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,125.0,Basic,Basic,5,6,122.2,Female,19,0,0,6,6,6,12.16666667,0,0,6,7,6,11.66666667,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,True,Evening,Portuguese
Single,Animation and Multimedia Design,Secondary,125.0,Secondary,Secondary,7,3,143.9,Female,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Communication Design,Secondary,137.0,Basic,Basic,9,9,127.2,Female,20,0,1,6,9,5,13.4,1,0,6,9,6,12.375,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,123.0,Unknown,Basic,0,7,120.2,Female,20,0,0,6,9,5,11.8,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,154.0,Secondary,Basic,4,9,134.8,Female,19,0,0,7,7,6,13.53333333,0,0,7,7,6,13.53333333,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,144.0,Basic,Basic,9,9,142.6,Female,18,0,0,6,7,6,14.16666667,0,0,6,10,4,14.0,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
